"","Popularity","Explicit","Danceability","Energy","Key","Loudness","Mode","Speechiness","Acousticness","Instrumentalness","Liveness","Valence","Tempo","Time.Signature","Release.Year","genreSimplified"
"5523",65,"false",0.787,0.472,2,-12.824,1,0.0832,0.221,0.000336,0.153,0.824,120.059,4,1970,"Rock"
"5524",31,"false",0.752,0.71,5,-3.055,1,0.0324,0.0359,8.5e-05,0.789,0.691,127.014,4,2009,"Pop"
"5525",70,"false",0.637,0.93,4,-2.632,1,0.0511,0.0177,0,0.452,0.886,90.014,4,2012,"Pop"
"5529",5,"false",0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977,4,2017,"Pop"
"5530",41,"false",0.657,0.624,10,-7.789,1,0.112,0.759,0,0.966,0.89,101.898,4,2002,"Rock"
"5531",24,"false",0.723,0.853,0,-8.296,1,0.0295,0.0739,0.226,0.0979,0.965,114.268,4,1977,"Other"
"5532",46,"false",0.777,0.663,4,-6.117,1,0.0305,0.146,1.52e-05,0.174,0.614,118.016,4,2015,"Pop"
"5533",64,"false",0.526,0.882,9,-4.006,1,0.0509,0.0014,0,0.144,0.424,144.982,4,2009,"Pop"
"5538",56,"false",0.587,0.878,8,-4.781,1,0.16,0.00922,0,0.171,0.646,155.167,4,2009,"Pop"
"5539",40,"false",0.331,0.556,6,-10.672,0,0.0372,0.675,0,0.353,0.939,138.635,4,1963,"Rock"
"5540",62,"false",0.541,0.812,4,-3.764,1,0.0336,0.203,0,0.42,0.607,141.056,4,2009,"Both"
"5541",41,"false",0.334,0.714,9,-8.379,1,0.155,0.251,4.26e-05,0.257,0.595,172.288,4,1968,"Pop"
"5543",30,"false",0.705,0.868,11,-4.011,0,0.079,0.485,8.13e-06,0.146,0.781,123.984,4,2023,"Pop"
"5544",37,"false",0.316,0.819,1,-5.852,1,0.0529,0.00646,1.35e-06,0.292,0.344,131.932,4,1994,"Both"
"5545",56,"false",0.582,0.467,10,-12.597,1,0.0391,0.12,0,0.298,0.879,165.21,4,1987,"Both"
"5546",77,"false",0.706,0.751,9,-6.323,1,0.0708,0.173,0,0.168,0.195,91.031,4,2009,"Pop"
"5547",21,"false",0.494,0.96,7,-5.885,0,0.0948,0.00964,0.000316,0.746,0.464,133.184,4,1992,"Other"
"5548",64,"false",0.714,0.935,5,-5.195,1,0.0849,0.0529,0.0934,0.0515,0.725,121.232,4,1985,"Rock"
"5552",58,"false",0.473,0.867,2,-8.824,0,0.159,0.00866,0.691,0.0571,0.153,94.09,4,2001,"Other"
"5554",65,"false",0.232,0.216,10,-10.674,1,0.0314,0.936,4.93e-06,0.246,0.432,94.268,3,1994,"Other"
"5555",54,"false",0.851,0.406,1,-11.631,1,0.0662,0.219,6.79e-06,0.0853,0.793,97.84,4,1991,"Rock"
"5557",2,"false",0.824,0.592,6,-6.4,0,0.0969,0.693,0.000158,0.178,0.54,98.074,4,2019,"Pop"
"5558",41,"false",0.762,0.705,4,-5.082,1,0.099,0.441,0,0.118,0.772,119.439,4,2010,"Other"
"5559",63,"false",0.399,0.481,7,-7.768,1,0.0296,0.349,3.17e-05,0.155,0.652,103.379,4,1967,"Rock"
"5560",61,"false",0.59,0.642,7,-3.87,1,0.122,0.0771,0,0.105,0.651,107.356,4,2019,"Pop"
"5562",62,"false",0.644,0.746,7,-4.941,1,0.341,0.0071,1.22e-05,0.0743,0.355,105.253,4,2007,"Pop"
"5563",3,"false",0.676,0.694,4,-6.603,1,0.0381,0.331,0.136,0.27,0.974,131.649,4,2019,"Other"
"5566",81,"true",0.55,0.917,0,-3.159,1,0.0638,0.00428,0,0.197,0.601,126.115,4,2008,"Both"
"5567",34,"true",0.601,0.691,10,-4.699,0,0.35,0.0249,0,0.124,0.513,97.799,4,2021,"Pop"
"5569",63,"false",0.637,0.887,7,-5.444,0,0.227,0.707,0.00188,0.326,0.596,157.759,4,2015,"Both"
"5570",61,"false",0.467,0.367,9,-8.164,1,0.0298,0.771,2.27e-05,0.0847,0.205,70.856,4,1976,"Rock"
"5571",35,"false",0.782,0.755,7,-7.759,1,0.112,0.0873,7.16e-06,0.361,0.742,148.04,4,2003,"Other"
"5573",60,"false",0.606,0.949,7,-2.749,0,0.0414,0.015,2.76e-05,0.109,0.436,120.031,4,2014,"Pop"
"5575",28,"false",0.684,0.643,4,-6.513,1,0.0347,0.47,1.63e-06,0.25,0.961,112.144,4,2016,"Other"
"5578",60,"false",0.449,0.682,2,-5.295,0,0.029,0.205,0,0.175,0.254,139.924,4,2005,"Other"
"5580",78,"false",0.754,0.759,9,-5.218,1,0.302,0.153,0.000108,0.101,0.435,126.366,4,1976,"Rock"
"5581",6,"false",0.699,0.88,9,-2.756,1,0.0635,0.12,0,0.0629,0.538,121.031,4,2011,"Other"
"5582",57,"false",0.652,0.521,2,-6.752,0,0.0256,0.263,0.0011,0.107,0.235,109.943,4,1986,"Pop"
"5583",35,"false",0.501,0.573,8,-9.078,1,0.0673,0.464,6.37e-06,0.0937,0.753,77.805,4,1978,"Other"
"5584",20,"false",0.719,0.99,5,-3.942,0,0.032,0.0482,0.0478,0.31,0.951,116.034,4,1998,"Other"
"5585",46,"false",0.423,0.211,10,-12.268,1,0.0287,0.82,0,0.0894,0.131,138.61,4,1985,"Pop"
"5586",48,"false",0.55,0.591,1,-6.833,1,0.0377,0.00692,0,0.11,0.308,78.68,4,2020,"Pop"
"5588",67,"false",0.775,0.825,7,-5.402,1,0.0464,0.0506,1.03e-06,0.111,0.95,139.091,4,2015,"Pop"
"5590",44,"false",0.555,0.468,10,-11.131,0,0.211,0.0786,0,0.113,0.325,93.877,4,2016,"Pop"
"5591",54,"false",0.723,0.881,5,-7.178,0,0.0743,0.349,0.000274,0.705,0.658,136.306,4,1982,"Other"
"5592",30,"false",0.629,0.722,2,-5.693,1,0.0277,0.195,0,0.108,0.58,118.003,4,2008,"Pop"
"5593",40,"false",0.792,0.428,4,-6.931,1,0.0676,0.203,0,0.15,0.501,112.075,4,2017,"Pop"
"5595",23,"false",0.62,0.271,5,-16.798,0,0.025,0.669,0,0.0812,0.453,95.689,4,2000,"Other"
"5596",15,"false",0.416,0.152,10,-9.037,1,0.0312,0.961,0.000122,0.121,0.0652,129.216,4,2016,"Pop"
"5597",31,"false",0.69,0.505,11,-9.503,1,0.0355,0.347,0,0.269,0.793,87.889,4,2004,"Other"
"5598",42,"false",0.615,0.386,0,-11.662,1,0.0904,0.873,0.778,0.0887,0.365,156.85,4,1974,"Other"
"5600",66,"false",0.682,0.72,11,-8.173,0,0.0381,0.326,0,0.148,0.673,117.003,4,2021,"Both"
"5601",38,"false",0.668,0.875,4,-3.963,1,0.0447,0.0428,0,0.379,0.934,92.992,4,2013,"Both"
"5602",55,"false",0.456,0.243,2,-12.19,1,0.0286,0.414,4.45e-06,0.116,0.19,144.13,4,2016,"Rock"
"5605",38,"false",0.661,0.896,1,-3.212,1,0.318,0.0637,0,0.168,0.54,90.891,4,2010,"Pop"
"5606",8,"false",0.643,0.925,0,-7.035,1,0.0937,0.189,0.438,0.0435,0.56,94.446,4,2012,"Other"
"5608",55,"false",0.742,0.713,1,-5.522,0,0.0303,0.0205,0,0.059,0.879,120.032,4,2015,"Pop"
"5610",44,"false",0.555,0.879,9,-2.484,0,0.0983,0.011,0,0.298,0.691,113.852,4,2021,"Pop"
"5611",53,"false",0.447,0.553,0,-4.817,1,0.0322,0.212,0,0.165,0.252,149.877,4,2021,"Pop"
"5612",65,"false",0.5,0.681,0,-9.556,1,0.0672,0.114,4.01e-05,0.139,0.745,119.46,4,1996,"Rock"
"5614",32,"false",0.435,0.953,3,-5.408,0,0.0838,0.0148,0.000137,0.436,0.849,80.556,4,2010,"Both"
"5615",42,"false",0.603,0.932,0,-4.912,1,0.313,0.161,0,0.402,0.741,129.984,4,2011,"Pop"
"5616",63,"false",0.389,0.396,7,-7.999,1,0.0332,0.887,0,0.0828,0.585,171.86,3,1964,"Rock"
"5617",19,"false",0.39,0.276,1,-12.245,1,0.106,0.757,0,0.0915,0.467,90.157,4,1996,"Both"
"5618",17,"false",0.592,0.764,2,-8.181,1,0.0948,0.463,0.0271,0.311,0.696,136.109,4,2001,"Both"
"5619",31,"false",0.87,0.817,9,-9.02,1,0.0537,0.136,0.0164,0.079,0.847,131.994,4,2014,"Other"
"5621",54,"false",0.731,0.355,8,-12.741,1,0.0603,0.00864,5.14e-05,0.0579,0.529,175.72,4,1995,"Pop"
"5622",43,"false",0.595,0.745,6,-2.053,1,0.0259,0.0717,1.71e-06,0.448,0.459,124.993,4,2011,"Pop"
"5623",7,"false",0.43,0.322,1,-12.679,0,0.0355,0.509,8.71e-05,0.0713,0.361,113.76,3,2007,"Rock"
"5624",45,"false",0.502,0.867,10,-5.631,1,0.0501,0.063,0.000395,0.0918,0.752,128.295,4,1983,"Rock"
"5625",41,"false",0.645,0.493,4,-9.311,1,0.0344,0.641,0.0094,0.286,0.753,126.4,4,2022,"Rock"
"5626",1,"false",0.538,0.428,4,-9.241,0,0.0248,0.321,0,0.103,0.181,97.949,4,2021,"Other"
"5628",58,"false",0.512,0.622,4,-7.651,0,0.0267,0.039,0.00568,0.128,0.378,77.633,4,2001,"Both"
"5629",41,"false",0.713,0.641,7,-8.269,1,0.0289,0.142,0.00122,0.169,0.66,108.59,4,1989,"Pop"
"5630",51,"false",0.638,0.571,1,-7.311,1,0.0248,0.141,0.000141,0.275,0.339,113.978,4,2005,"Both"
"5631",66,"false",0.73,0.845,4,-6.702,0,0.131,0.304,1.12e-05,0.206,0.424,123.992,4,2023,"Both"
"5632",1,"false",0.297,0.925,4,-3.168,1,0.0923,0.0256,0,0.0684,0.668,167.463,4,1992,"Rock"
"5635",61,"false",0.419,0.516,7,-9.937,1,0.0335,0.494,4.41e-06,0.148,0.476,97.884,4,1978,"Rock"
"5637",67,"false",0.668,0.718,1,-4.736,0,0.0605,0.0165,0,0.104,0.345,91.993,4,2011,"Pop"
"5639",26,"false",0.385,0.401,6,-6.967,1,0.0329,0.64,1.85e-06,0.118,0.218,139.789,4,2016,"Pop"
"5646",20,"false",0.74,0.843,7,-5.422,1,0.241,0.148,0,0.364,0.838,95.934,4,2017,"Other"
"5648",16,"false",0.564,0.805,5,-7.035,0,0.0457,0.0313,7.36e-05,0.102,0.37,150.058,4,2008,"Both"
"5649",60,"false",0.601,0.617,1,-10.917,1,0.0354,0.661,0.0148,0.149,0.31,108.013,4,1998,"Pop"
"5650",8,"false",0.691,0.563,3,-14.82,1,0.0885,0.818,0,0.204,0.971,136.013,4,2001,"Pop"
"5652",78,"false",0.739,0.459,11,-14.42,0,0.0294,0.129,0.0194,0.0474,0.892,107.115,4,1981,"Both"
"5653",1,"false",0.629,0.897,2,-3.401,1,0.0483,0.0424,0,0.263,0.93,161.944,4,2001,"Both"
"5654",31,"false",0.517,0.441,11,-11.689,1,0.0267,0.365,0,0.294,0.349,83.023,4,2009,"Rock"
"5656",69,"true",0.707,0.888,2,-6.959,1,0.0654,0.12,9.64e-05,0.07,0.714,121.543,4,1999,"Pop"
"5657",60,"false",0.576,0.659,9,-5.617,1,0.0383,0.041,0,0.0587,0.717,94.853,4,1980,"Rock"
"5658",45,"true",0.537,0.866,11,-3.08,0,0.0445,0.000308,1.44e-06,0.382,0.412,126.003,4,2008,"Pop"
"5660",34,"false",0.529,0.471,0,-7.586,1,0.0267,0.0589,0,0.0567,0.17,107.464,4,2000,"Both"
"5661",41,"false",0.484,0.971,10,-2.746,0,0.0416,0.00137,0.00382,0.331,0.92,122.948,4,2008,"Other"
"5662",21,"false",0.667,0.621,7,-5.229,0,0.035,9.31e-05,4.33e-05,0.0572,0.492,111.996,4,2007,"Pop"
"5663",57,"false",0.7,0.781,6,-8.255,0,0.0507,0.0874,0.00342,0.059,0.385,108.695,4,2004,"Rock"
"5664",58,"false",0.57,0.907,3,-7.822,1,0.0302,0.00111,0.618,0.0642,0.7,127.183,4,1998,"Pop"
"5665",15,"false",0.418,0.368,10,-10.726,0,0.0271,0.747,0.00115,0.124,0.552,99.952,4,2009,"Both"
"5667",32,"false",0.513,0.962,5,-4.496,0,0.0573,0.371,8.23e-05,0.16,0.801,184.206,4,2015,"Rock"
"5669",46,"false",0.413,0.433,9,-8.45,1,0.033,0.318,0,0.127,0.365,113.423,3,2006,"Rock"
"5670",66,"false",0.732,0.458,5,-7.225,1,0.0311,0.447,0,0.136,0.661,98.938,4,2017,"Both"
"5673",42,"false",0.882,0.456,7,-9.163,1,0.19,0.0178,0.000191,0.126,0.452,100.362,4,2014,"Other"
"5674",22,"false",0.676,0.174,11,-15.964,1,0.0452,0.965,0.858,0.126,0.596,84.066,4,2000,"Other"
"5675",5,"false",0.39,0.644,11,-5.212,1,0.0281,0.0979,0,0.109,0.266,129.752,4,1983,"Rock"
"5676",68,"false",0.575,0.764,4,-7.448,1,0.0746,0.566,1.07e-05,0.0692,0.536,123.821,4,2003,"Pop"
"5678",39,"false",0.247,0.271,9,-9.945,0,0.0289,0.46,0,0.188,0.127,82.988,5,2008,"Pop"
"5680",74,"false",0.64,0.864,7,-6.576,1,0.0314,0.00832,0,0.123,0.701,102.026,4,1997,"Both"
"5681",3,"false",0.726,0.463,0,-7.828,1,0.0799,0.00817,0.447,0.255,0.321,123.881,4,2003,"Rock"
"5683",48,"true",0.601,0.869,3,-3.202,1,0.0458,0.0112,0,0.0673,0.555,128.066,4,2011,"Pop"
"5684",49,"true",0.821,0.586,2,-6.284,0,0.0515,0.329,3.3e-06,0.264,0.43,116,4,2013,"Other"
"5685",45,"false",0.498,0.634,3,-5.214,1,0.0288,0.166,0,0.3,0.36,144.104,4,2009,"Pop"
"5688",36,"false",0.66,0.88,11,-5.338,1,0.0375,0.0808,3.48e-06,0.15,0.862,103.395,4,2002,"Pop"
"5689",62,"true",0.794,0.81,3,-7.963,1,0.0422,0.629,1.73e-06,0.0888,0.802,125.252,4,2014,"Other"
"5690",37,"false",0.594,0.676,5,-9.552,1,0.0528,0.0267,0.00541,0.905,0.898,110.71,4,2002,"Rock"
"5691",37,"false",0.535,0.913,11,-5.045,0,0.0575,0.000572,0,0.19,0.72,141.871,4,2001,"Rock"
"5692",41,"false",0.67,0.859,7,-6.835,1,0.0311,0.00126,0.0102,0.131,0.768,106.019,4,1999,"Pop"
"5693",78,"false",0.554,0.783,6,-5.852,1,0.0457,0.416,1.54e-06,0.631,0.813,105.39,4,1980,"Pop"
"5695",80,"false",0.545,0.67,9,-8.81,1,0.0496,0.009,0.000822,0.0451,0.481,151.553,4,1977,"Rock"
"5697",51,"false",0.962,0.657,8,-5.124,1,0.0618,0.0476,0,0.0739,0.791,126.019,4,2005,"Pop"
"5699",44,"false",0.798,0.737,1,-4.701,1,0.0323,0.216,0,0.0717,0.51,117.948,4,2007,"Pop"
"5700",5,"false",0.523,0.469,7,-6.449,1,0.0253,0.11,0,0.172,0.211,77.035,4,2007,"Pop"
"5701",60,"true",0.588,0.702,11,-4.271,1,0.0496,0.104,0,0.089,0.429,124.909,4,2016,"Pop"
"5703",16,"false",0.864,0.721,5,-4.953,1,0.0394,0.632,0.000109,0.105,0.963,107.957,4,2014,"Other"
"5706",57,"false",0.652,0.453,1,-6.119,1,0.0445,0.0507,0,0.179,0.432,88.039,3,2019,"Pop"
"5707",65,"false",0.744,0.376,4,-14.996,0,0.0366,0.0815,0,0.108,0.42,100.78,4,1982,"Both"
"5708",56,"false",0.853,0.796,11,-5.567,0,0.0399,0.0542,0.0018,0.151,0.946,115.626,4,2009,"Pop"
"5711",32,"true",0.715,0.513,9,-13.115,1,0.0338,0.0322,0,0.0651,0.543,97.999,4,2020,"Other"
"5712",67,"false",0.468,0.936,2,-3.683,1,0.0455,0.00568,0,0.24,0.663,75.05,4,2017,"Pop"
"5713",67,"false",0.596,0.552,0,-10.278,0,0.097,0.0765,0.334,0.104,0.112,97.949,4,2018,"Pop"
"5715",55,"false",0.64,0.951,2,-5.571,1,0.0335,0.000953,0.134,0.0934,0.838,136.984,4,2000,"Other"
"5716",18,"false",0.398,0.413,1,-10.934,1,0.0388,0.0822,2.54e-05,0.0891,0.331,133.574,4,1967,"Both"
"5718",12,"false",0.804,0.784,2,-6.189,1,0.0306,0.109,9.49e-06,0.196,0.652,119.949,4,2014,"Pop"
"5719",31,"false",0.6,0.769,8,-3.907,1,0.0439,0.0316,0,0.0655,0.853,79.944,4,2010,"Both"
"5721",60,"false",0.423,0.598,5,-7.443,1,0.0268,0.641,1.24e-06,0.34,0.521,151.972,3,1995,"Both"
"5722",68,"false",0.643,0.614,2,-12.878,1,0.0279,0.25,7.17e-06,0.214,0.891,93.982,4,1991,"Rock"
"5724",19,"false",0.708,0.953,4,-6.538,0,0.0614,0.0741,0.00018,0.275,0.822,118.032,4,1996,"Pop"
"5726",23,"false",0.611,0.919,6,-5.841,0,0.0632,0.0254,2.47e-05,0.302,0.65,90.895,4,1995,"Other"
"5728",56,"false",0.775,0.616,0,-12.676,1,0.0317,0.246,6.77e-06,0.0511,0.98,136.63,4,1984,"Pop"
"5729",70,"false",0.69,0.805,5,-11.522,0,0.0336,0.000232,0.739,0.095,0.799,127.808,4,1994,"Pop"
"5730",65,"false",0.642,0.289,9,-9.918,1,0.0367,0.669,0,0.18,0.407,84.996,4,2011,"Pop"
"5731",52,"false",0.617,0.696,4,-12.739,1,0.0282,0.0155,0.000199,0.108,0.9,111.136,4,1973,"Rock"
"5732",37,"true",0.746,0.841,8,-6.189,1,0.0295,0.00652,9.9e-05,0.101,0.964,107.941,4,1997,"Rock"
"5733",76,"true",0.632,0.924,1,-1.802,1,0.29,0.281,0,0.263,0.441,86.844,4,2009,"Pop"
"5734",39,"false",0.547,0.92,8,-2.147,1,0.0406,0.000432,0,0.0616,0.813,144.95,4,2012,"Pop"
"5735",32,"false",0.61,0.463,8,-4.922,1,0.0371,0.539,0,0.13,0.155,93.164,4,2016,"Other"
"5736",66,"false",0.492,0.552,7,-12.32,0,0.0341,0.0151,3.74e-05,0.0723,0.656,105.623,4,1978,"Rock"
"5738",36,"false",0.663,0.777,5,-5.496,0,0.0375,0.0157,0.00829,0.0755,0.94,143.003,4,2013,"Both"
"5740",26,"false",0.723,0.727,4,-6.03,1,0.0299,0.0159,1.55e-06,0.19,0.419,126.97,4,2013,"Pop"
"5741",56,"false",0.744,0.793,7,-6.02,0,0.0291,0.00851,0.000231,0.363,0.325,116,4,2020,"Other"
"5742",32,"false",0.644,0.841,2,-7.798,0,0.0347,0.0284,0,0.0853,0.869,127.058,4,1978,"Both"
"5743",69,"false",0.46,0.796,0,-4.501,0,0.0333,0.00107,0,0.106,0.182,100.011,4,2008,"Other"
"5747",67,"false",0.617,0.84,4,-4.063,1,0.0512,0.36,8.85e-05,0.179,0.57,94.676,4,2000,"Both"
"5749",28,"true",0.598,0.834,1,-3.817,1,0.473,0.186,0,0.309,0.607,89.728,4,2016,"Pop"
"5750",79,"false",0.704,0.558,2,-7.273,0,0.0542,0.148,0,0.107,0.245,110.444,4,2010,"Pop"
"5751",4,"false",0.767,0.854,4,-6.947,1,0.0426,0.465,2.03e-06,0.485,0.963,149.206,4,1987,"Rock"
"5752",38,"false",0.629,0.699,8,-9.575,1,0.0364,0.00805,8.15e-06,0.158,0.893,118.704,4,1991,"Other"
"5754",76,"false",0.572,0.835,0,-6.219,1,0.0317,0.171,0.000377,0.0702,0.795,129.981,4,1984,"Rock"
"5755",68,"false",0.694,0.881,1,-4.053,0,0.0701,0.0153,0.0196,0.0851,0.924,121.554,4,1990,"Other"
"5756",62,"false",0.54,0.53,4,-10.583,1,0.0361,0.614,0,0.198,0.896,143.453,4,1962,"Rock"
"5757",36,"false",0.817,0.784,1,-3.96,1,0.11,0.245,0,0.07,0.551,93.997,4,2012,"Pop"
"5758",48,"false",0.669,0.656,9,-10.549,1,0.0413,0.00113,0.000252,0.0989,0.464,108.098,4,1992,"Rock"
"5759",34,"false",0.757,0.412,0,-6.521,1,0.0711,0.438,0.0306,0.404,0.674,85.498,4,2009,"Other"
"5761",10,"false",0.639,0.583,1,-7.028,0,0.268,0.0068,0.00227,0.051,0.596,71.358,4,2005,"Pop"
"5762",24,"false",0.651,0.912,6,-2.428,1,0.211,0.00634,0.000601,0.113,0.575,128.035,4,2012,"Pop"
"5763",1,"false",0.351,0.814,6,-3.972,1,0.0385,0.0284,0,0.867,0.435,96.153,4,2014,"Pop"
"5765",27,"false",0.585,0.568,0,-7.949,1,0.0369,0.000946,0.481,0.0949,0.487,150.808,4,1987,"Both"
"5766",31,"true",0.656,0.752,11,-5.522,0,0.0434,0.336,0,0.223,0.445,100.963,4,2011,"Pop"
"5767",69,"false",0.639,0.826,8,-4.968,1,0.0479,0.139,0,0.0803,0.648,124.075,4,2012,"Pop"
"5768",27,"false",0.562,0.558,4,-3.572,1,0.0453,0.858,0,0.107,0.839,174.704,4,2004,"Rock"
"5769",54,"false",0.595,0.87,0,-4.495,1,0.0394,0.0107,0,0.288,0.494,99.741,4,2004,"Pop"
"5770",49,"false",0.589,0.451,0,-8.19,1,0.0315,0.822,1.25e-06,0.151,0.734,134.082,4,2004,"Rock"
"5771",40,"false",0.654,0.924,2,-7.44,1,0.0969,0.00314,0.00216,0.316,0.505,101.155,4,1989,"Rock"
"5772",21,"false",0.466,0.493,2,-10.309,1,0.0589,0.176,0,0.107,0.697,114.563,3,2011,"Other"
"5773",19,"false",0.678,0.659,5,-5.465,0,0.0355,0.0179,0,0.2,0.716,127.061,4,2011,"Pop"
"5775",68,"false",0.744,0.453,5,-11.977,1,0.0348,0.627,0.421,0.0898,0.122,103.773,4,1996,"Pop"
"5777",35,"false",0.613,0.647,5,-7.658,0,0.0576,0.238,0,0.0992,0.354,109.128,4,2014,"Pop"
"5778",57,"false",0.601,0.649,7,-10.57,1,0.0554,0.0285,7.71e-05,0.127,0.708,121.66,4,1983,"Pop"
"5779",65,"false",0.593,0.923,0,-6.19,1,0.101,0.0495,0,0.29,0.587,124.862,4,1998,"Pop"
"5781",63,"false",0.618,0.741,2,-3.95,1,0.031,0.17,0,0.0822,0.296,118.984,4,2008,"Pop"
"5782",3,"false",0.829,0.51,5,-9.334,0,0.0369,0.00821,0.0014,0.0829,0.45,119.993,4,2014,"Pop"
"5784",17,"false",0.443,0.875,1,-5.956,1,0.0386,0.00725,0,0.0644,0.655,97.503,4,2002,"Both"
"5785",12,"false",0.849,0.781,6,-6.054,0,0.142,0.32,0,0.0688,0.852,112.848,4,2013,"Pop"
"5786",66,"false",0.502,0.417,10,-7.665,1,0.0718,0.127,0.00419,0.106,0.218,180.301,4,2012,"Rock"
"5787",50,"false",0.859,0.622,11,-8.196,1,0.0445,0.0661,0,0.0394,0.433,134.007,4,2000,"Pop"
"5788",24,"false",0.251,0.146,4,-20.004,1,0.0313,0.931,0,0.0867,0.14,102.407,3,1987,"Other"
"5789",21,"false",0.266,0.39,7,-10.338,1,0.0428,0.742,0,0.131,0.563,190.787,4,2013,"Other"
"5790",34,"false",0.4,0.455,2,-10.679,1,0.0338,0.374,2.54e-06,0.246,0.532,115.531,4,1968,"Both"
"5791",68,"false",0.74,0.622,11,-4.608,0,0.0446,0.0357,4.85e-05,0.356,0.556,104.966,4,2018,"Pop"
"5793",16,"false",0.536,0.783,0,-4.705,1,0.134,0.0954,0,0.199,0.345,125.688,4,2016,"Pop"
"5794",70,"false",0.693,0.497,2,-7.316,1,0.119,0.679,0,0.258,0.473,81.308,4,1977,"Rock"
"5796",43,"false",0.74,0.849,10,-3.205,1,0.026,0.0203,4.02e-06,0.346,0.949,118.977,4,2002,"Rock"
"5797",3,"true",0.702,0.883,11,-3.239,0,0.0437,0.000407,1.27e-06,0.0885,0.709,129.999,4,2010,"Other"
"5799",50,"false",0.795,0.448,4,-13.427,1,0.0444,0.629,0,0.0659,0.96,122.318,4,2013,"Pop"
"5800",24,"false",0.656,0.987,1,-6.435,1,0.0452,0.00567,0,0.106,0.719,123.942,4,2013,"Pop"
"5802",43,"false",0.751,0.552,9,-13.447,1,0.0384,0.036,3.17e-06,0.0761,0.695,135.533,4,1982,"Pop"
"5803",39,"false",0.462,0.87,0,-6.554,1,0.076,0.501,0.000174,0.28,0.507,148.304,4,2002,"Rock"
"5805",47,"false",0.408,0.544,3,-8.277,1,0.0333,0.653,0,0.512,0.446,119.112,4,1968,"Both"
"5806",70,"true",0.791,0.713,5,-3.742,0,0.254,0.0163,0,0.189,0.514,130.012,4,2008,"Pop"
"5807",8,"false",0.619,0.654,0,-4.773,1,0.0324,0.185,0.00661,0.0919,0.969,128.357,4,2008,"Rock"
"5809",72,"false",0.649,0.814,3,-3.796,0,0.0416,0.00125,4.29e-05,0.671,0.764,126.031,4,2012,"Pop"
"5810",37,"false",0.666,0.942,2,-9.79,1,0.0403,0.00219,0.882,0.0589,0.723,134.809,4,2014,"Other"
"5811",65,"false",0.694,0.577,4,-14.63,1,0.0309,0.015,0.00859,0.0853,0.846,114.477,4,1981,"Both"
"5812",48,"false",0.643,0.703,0,-5.573,1,0.0913,0.0218,0,0.0964,0.246,95.041,4,2018,"Pop"
"5813",47,"false",0.685,0.566,2,-13.726,1,0.0379,0.0165,1.2e-06,0.107,0.674,125.678,4,1988,"Both"
"5814",48,"true",0.633,0.701,10,-5.969,1,0.0267,0.253,4.79e-05,0.165,0.634,151.892,4,2005,"Other"
"5815",13,"false",0.714,0.519,4,-8.007,1,0.0371,0.646,0,0.218,0.488,119.032,4,1966,"Rock"
"5816",12,"false",0.57,0.616,0,-8.163,1,0.0365,0.668,0,0.3,0.858,132.326,4,2016,"Other"
"5818",28,"false",0.387,0.804,4,-6.638,1,0.0545,0.645,1.37e-05,0.116,0.635,126.973,4,1964,"Rock"
"5819",54,"false",0.678,0.53,0,-8.515,1,0.024,0.00987,0.000274,0.0437,0.678,91.779,4,2009,"Other"
"5820",17,"false",0.749,0.8,4,-5.124,0,0.0362,0.0205,0.00107,0.335,0.537,114.007,4,2017,"Other"
"5821",33,"false",0.782,0.704,10,-10.342,0,0.158,0.00603,1.23e-05,0.944,0.599,93.517,4,1992,"Other"
"5822",71,"false",0.546,0.895,9,-7.189,1,0.0579,0.0819,1.42e-05,0.0768,0.494,174.089,4,1997,"Both"
"5830",74,"false",0.268,0.742,5,-4.939,1,0.0355,0.0518,0,0.626,0.416,159.779,4,2009,"Rock"
"5831",47,"false",0.534,0.269,5,-14.339,1,0.0359,0.715,3.24e-06,0.11,0.499,108.886,4,1982,"Rock"
"5832",72,"false",0.794,0.711,8,-5.124,0,0.0699,0.3,0,0.0955,0.955,174.915,4,2010,"Pop"
"5833",38,"false",0.734,0.784,7,-5.84,1,0.0527,0.19,3.75e-06,0.621,0.963,123.086,4,1981,"Other"
"5834",1,"false",0.662,0.949,6,-4.758,1,0.108,0.128,0,0.135,0.516,91.954,4,2006,"Pop"
"5836",60,"false",0.461,0.936,4,-6.866,1,0.109,0.435,9.13e-05,0.124,0.804,172.404,4,1985,"Rock"
"5837",35,"false",0.674,0.75,5,-8.515,0,0.0284,0.00157,0.0586,0.343,0.793,113.804,4,1982,"Both"
"5838",64,"false",0.536,0.89,0,-5.222,1,0.0601,0.000354,0.00165,0.133,0.205,115.998,4,2008,"Rock"
"5839",52,"false",0.418,0.766,11,-11.415,1,0.0862,0.747,0,0.222,0.906,171.755,4,1960,"Rock"
"5842",44,"false",0.651,0.542,1,-7.345,0,0.0292,0.311,0,0.0812,0.581,122.03,4,2021,"Pop"
"5845",56,"false",0.347,0.772,5,-4.359,0,0.0549,0.0597,0.0333,0.115,0.035,192.118,3,2014,"Both"
"5847",21,"false",0.547,0.195,8,-11.234,1,0.0296,0.56,1.82e-05,0.127,0.468,85.457,4,1964,"Rock"
"5848",68,"false",0.536,0.901,9,-7.211,1,0.0374,0.00145,0.0186,0.06,0.666,87.559,4,1981,"Rock"
